,JUP EURO SP SITS- Jupiter,GB0004911540,אחר,1284,"אג""ח מובנות",0,לא מדורג,לירה שטרלינג,"20,927,294.16",329.26,"373,941.68",15.09,4.39,0.19,,
,Nicholas US Fund- Nicholas,IE00BYZTVX92,אחר,9131,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"804,074.28","9,644.86","292,060.22",60.97,3.43,0.15,,
,NORDEA 1 NTH AM H.YIELD- NORDEA  INVESTING FUNDS,LU0826398538,אחר,9107,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"492,369.27","10,930.00","202,670.91",44.02,2.38,0.10,,
,Oppenheimer Emerging Markets- Heptagon  Capital LLP,IE00B6ZZNB36,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"980,325.43","10,490.12","387,285.32",32.92,4.54,0.20,,
,Oppenheimer Global Value- Heptagon  Capital LLP,IE00BH4GYF54,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"844,237.04","9,149.53","290,899.85",59.98,3.41,0.15,,
,Pictet Global Megatrend Z CLASS- PICTET FUNDS EUROPE SA,LU0386869092,אחר,8453,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"638,709.03","23,466.00","564,446.05",29.95,6.62,0.29,,
,Pictet Japan Opportunities Z- PICTET FUNDS EUROPE SA,LU047496762,אחר,8453,"אג""ח מובנות",0,לא מדורג,יין יפני,"1,015,595.71","871,942.01","296,921.75",49.05,3.48,0.15,,
,Pictet Pacific Ex Japan Index- PICTET FUNDS EUROPE SA,LU0232587906,אחר,8453,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"126,842.00","34,512.00","164,859.33",22.45,1.93,0.09,,
,Pimco US Fundamental- PIMCO,GIE00BCZXQR63,אחר,9005,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"9,119,784.23","1,238.00","425,192.43",0.00,4.99,0.22,,
,Reyl EM- Reyl,LU0704154458,אחר,9049,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"680,577.18","14,941.00","382,945.85",8.50,4.49,0.20,,
,Sands Capital US Growth- Sands Capital,IE00B87KLW75,אחר,9050,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"9,776,203.31","1,334.00","491,141.20",47.33,5.76,0.25,,
,SPARX Japan- Sparx,IE00BNGY0956,אחר,9115,"אג""ח מובנות",0,לא מדורג,יין יפני,"294,883.53","1,189,106.38","117,572.24",14.96,1.38,0.06,,
,Sphera Healthcare- SPHERA,KYG8347N1566,אחר,9006,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"186,154.52","20,814.20","145,919.60",0.00,1.71,0.08,,
,THEAM Quant - Equity Europe Guru- THEAM BNP,LU1235105779,אחר,9083,"אג""ח מובנות",0,לא מדורג,אירו,"203,759.05","25,381.00","221,634.45",10.89,2.60,0.11,,
,THREADNEEDLE EUROPE SELECT- Threadneedle,GB0030810138,אחר,9063,"אג""ח מובנות",0,לא מדורג,אירו,"21,090,976.25",324.82,"293,596.64",0.00,3.45,0.15,,
,Threadneedle US HY- Threadneedle,LU0957784613,אחר,9063,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"5,362,209.96","1,024.00","206,787.41",0.00,2.43,0.11,,
,Voya - Senior Loans- NN PARTNERS,LU0426533492,אחר,9146,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"2,168.08","1,033,416.00","84,378.31",0.00,0.99,0.04,,
,Yacktman US- Heptagon  Capital LLP,IE00B61H9W66,אחר,8396,"אג""ח מובנות",0,לא מדורג,דולר אמריקאי,"267,887.41","15,232.96","153,679.85",6.75,1.80,0.08,,
,"סה""כ תעודות השתתפות בקרנות נאמנות בחו""ל",,,,,,,,"172,756,418.00",,"8,521,135.99",,100.00,4.41,,
,בעל ענין/צד קשור *,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
